,Finance Year,Dispatch Date,Month,Business,Customer name,Marketing Rep.,Type,Pack Cat,Pack Type,Uni - Blend,Quantity (Kg),CY QTY (MT),Value (₹),CY Val(Lakhs),Destination,Country,Region,Budget Vol(MT),Budget Value (₹),Budget Val(Lakhs),LY QTY (MT),LY Val(Lakhs)
8005,FY'2023-24,2023-09-08,SEP,NCL,VOLCAFE,Ravi Sai,SD,Bulk,Bulk,SB-17-060,7700.0,,3125430.0,,TAIWAN,TAIWAN,Rest of Asia,,,,7.7,31.2543
8006,FY'2023-24,2023-09-11,SEP,NCL,FES,Ravi Sai,SD,Bulk,Bulk,G-1562,12500.0,,8189750.0,,VIETNAM,VIETNAM,Rest of Asia,,,,12.5,81.8975
8007,FY'2023-24,2023-09-11,SEP,NCL,FES,Ravi Sai,SD,Bulk,Bulk,G-236,10000.0,,6707600.0,,MALAYSIA,MALAYSIA,Rest of Asia,,,,10.0,67.076
8008,FY'2023-24,2023-09-11,SEP,NCL,FES,Ravi Sai,SD,Bulk,Bulk,G-1562,7500.0,,4938449.999999999,,MALAYSIA,MALAYSIA,Rest of Asia,,,,7.5,49.38449999999999
8009,FY'2023-24,2023-09-12,SEP,NCL,SUCAFINA,Ravi Sai,SD,Bulk,Bulk,G-2398,7500.0,,3191850.0,,VIETNAM,VIETNAM,Rest of Asia,,,,7.5,31.9185
8010,FY'2023-24,2023-09-12,SEP,NCL,FES,Ravi Sai,SD,Bulk,Bulk,G-1562,12500.0,,8189750.0,,VIETNAM,VIETNAM,Rest of Asia,,,,12.5,81.8975
8011,FY'2023-24,2023-09-12,SEP,NCL,PHUC SINH CONSUMER CORPORATION,Ravi Sai,SD,Bulk,Bulk,G-667,5000.0,,3280000.0,,VIETNAM,VIETNAM,Rest of Asia,,,,5.0,32.8
8012,FY'2023-24,2023-09-12,SEP,NCL,PHUC SINH CONSUMER CORPORATION,Ravi Sai,SD,Bulk,Bulk,G-667,1700.0,,1084532.0,,VIETNAM,VIETNAM,Rest of Asia,,,,1.7,10.84532
8013,FY'2023-24,2023-09-13,SEP,NCL,MOKATE,Balaji,SD,Bulk,Big Bag,G-2154,17600.0,,8587040.0,,GERMANY,GERMANY,EU,,,,17.6,85.8704
8014,FY'2023-24,2023-09-13,SEP,NCL,MOKATE,Balaji,SD,Bulk,Big Bag,G-2154,17600.0,,8587040.0,,GERMANY,GERMANY,EU,,,,17.6,85.8704
8015,FY'2023-24,2023-09-13,SEP,NCL,MOKATE,Balaji,SD,Bulk,Big Bag,G-2154 RA,17600.0,,8875680.0,,GERMANY,GERMANY,EU,,,,17.6,88.7568
8016,FY'2023-24,2023-09-14,SEP,NCL,GROUNDUP,Yashwanth,SD,Bulk,Bulk,NCL G-2263,18900.0,,9066330.0,,USA,USA,NAR,,,,18.9,90.6633
8017,FY'2023-24,2023-09-14,SEP,NCL,FES,Ravi Sai,SD,Bulk,Bulk,G-1562,13025.0,,8533719.5,,VIETNAM,VIETNAM,Rest of Asia,,,,13.025,85.337195
8018,FY'2023-24,2023-09-14,SEP,NCL,SUCAFINA,Ravi Sai,SD,Bulk,Bulk,G-2398,7500.0,,3400950.0,,VIETNAM,VIETNAM,Rest of Asia,,,,7.5,34.0095
8019,FY'2023-24,2023-09-16,SEP,NCL,JDE,Balaji,SD,Bulk,Bulk,G-1861,47250.0,,28632555.0,,THAILAND,THAILAND,Rest of Asia,,,,47.25,286.32555
8020,FY'2023-24,2023-09-16,SEP,NCL,FES,Ravi Sai,SD,Bulk,Bulk,G-1562,10000.0,,6551800.0,,VIETNAM,VIETNAM,Rest of Asia,,,,10.0,65.518
8021,FY'2023-24,2023-09-16,SEP,NCL,SUCAFINA,Ravi Sai,SD,Bulk,Bulk,G-2398,18250.0,,8365435.0,,VIETNAM,VIETNAM,Rest of Asia,,,,18.25,83.65435
8022,FY'2023-24,2023-09-18,SEP,NCL,PT.HARUM,Balaji,SD,Bulk,Bulk,G-1665P,36500.0,,16132270.0,,INDONESIA,INDONESIA,Rest of Asia,,,,36.5,161.3227
8023,FY'2023-24,2023-09-18,SEP,NCL,MOKATE,Balaji,SD,Bulk,Big Bag,G-2154,17600.0,,8587040.0,,GERMANY,GERMANY,EU,,,,17.6,85.8704
8024,FY'2023-24,2023-09-18,SEP,NCL,MOKATE,Balaji,SD,Bulk,Big Bag,G-2154,17600.0,,8587040.0,,GERMANY,GERMANY,EU,,,,17.6,85.8704
8025,FY'2023-24,2023-09-18,SEP,NCL,MOKATE,Balaji,SD,Bulk,Big Bag,G-2154 RA,17600.0,,8875680.0,,GERMANY,GERMANY,EU,,,,17.6,88.7568
8026,FY'2023-24,2023-09-18,SEP,NCL,INSTANTA POLAND,Balaji,SD,Bulk,Bulk,H-2463,13500.0,,6199200.0,,POLAND,POLAND,EU,,,,13.5,61.992
8027,FY'2023-24,2023-09-18,SEP,NCL,INSTANTA POLAND,Balaji,SD,Bulk,Bulk,H-2463,13500.0,,6199200.0,,POLAND,POLAND,EU,,,,13.5,61.992
8028,FY'2023-24,2023-09-19,SEP,NCL,PT.HARUM,Balaji,SD,Bulk,Bulk,G-1665P,131250.0,,58009875.0,,INDONESIA,INDONESIA,Rest of Asia,,,,131.25,580.09875
8029,FY'2023-24,2023-09-19,SEP,NCL,PHUC SINH CONSUMER CORPORATION,Ravi Sai,SD,Bulk,Bulk,G-2076,600.0,,418200.0,,VIETNAM,VIETNAM,Rest of Asia,,,,0.6,4.182
8030,FY'2023-24,2023-09-20,SEP,NCL,INSTANTA POLAND,Balaji,SD,Bulk,Bulk,H-2463,13500.0,,6199200.0,,POLAND,POLAND,EU,,,,13.5,61.992
8031,FY'2023-24,2023-09-20,SEP,NCL,INSTANTA POLAND,Balaji,SD,Bulk,Bulk,H-2463,13500.0,,6199200.0,,POLAND,POLAND,EU,,,,13.5,61.992
8032,FY'2023-24,2023-09-20,SEP,NCL,CRASTAN S.P.A.,Balaji,AG,Bulk,Bulk,G-1382,14000.0,,9046240.0,,ITALY,ITALY,EU,,,,14.0,90.4624
8033,FY'2023-24,2023-09-20,SEP,NCL,CRASTAN S.P.A.,Balaji,SD,Bulk,Big Bag,G-1280,14080.0,,8636108.8,,ITALY,ITALY,EU,,,,14.08,86.36108800000001
8034,FY'2023-24,2023-09-20,SEP,NCL,FES,Ravi Sai,SD,Bulk,Bulk,G-1562,10000.0,,6551800.0,,VIETNAM,VIETNAM,Rest of Asia,,,,10.0,65.518
8035,FY'2023-24,2023-09-21,SEP,NCL,FES,Ravi Sai,SD,Bulk,Bulk,G-236,4000.0,,2683040.0,,MALAYSIA,MALAYSIA,Rest of Asia,,,,4.0,26.8304
8036,FY'2023-24,2023-09-21,SEP,NCL,FES,Ravi Sai,SD,Bulk,Bulk,G-1562,13500.0,,8889209.999999998,,MALAYSIA,MALAYSIA,Rest of Asia,,,,13.5,88.89209999999999
8037,FY'2023-24,2023-09-21,SEP,NCL,THABICO,Ravi Sai,SD,Bulk,Bulk,G-2272 RA,35700.0,,23975406.0,,VIETNAM,VIETNAM,Rest of Asia,,,,35.7,239.75406
8038,FY'2023-24,2023-09-21,SEP,NCL,THABICO,Ravi Sai,SD,Bulk,Bulk,G-2272 RA,17850.0,,11987703.0,,VIETNAM,VIETNAM,Rest of Asia,,,,17.85,119.87703
8039,FY'2023-24,2023-09-21,SEP,NCL,SUCAFINA,Ravi Sai,SD,Bulk,Bulk,G-2398,6500.0,,2979470.0,,VIETNAM,VIETNAM,Rest of Asia,,,,6.5,29.7947
8040,FY'2023-24,2023-09-21,SEP,NCL,SUCAFINA,Ravi Sai,SD,Bulk,Bulk,G-2398,1000.0,,458380.0,,VIETNAM,VIETNAM,Rest of Asia,,,,1.0,4.5838
8041,FY'2023-24,2023-09-21,SEP,NCL,SUCAFINA,Ravi Sai,SD,Bulk,Bulk,G-2398,6500.0,,2947490.0,,VIETNAM,VIETNAM,Rest of Asia,,,,6.5,29.4749
8042,FY'2023-24,2023-09-21,SEP,NCL,SUCAFINA,Ravi Sai,SD,Bulk,Bulk,H-2453,148881.0,,56890407.720000006,,VIETNAM,VIETNAM,Rest of Asia,,,,148.881,568.9040772000001
8043,FY'2023-24,2023-09-21,SEP,NCL,SUCAFINA,Ravi Sai,SD,Bulk,Bulk,H-2453,15369.0,,6326495.159999999,,VIETNAM,VIETNAM,Rest of Asia,,,,15.369,63.26495159999999
8044,FY'2023-24,2023-09-22,SEP,NCL,JDE,Balaji,SD,Bulk,Bulk,G-1861,15750.0,,9544185.0,,MALAYSIA,MALAYSIA,Rest of Asia,,,,15.75,95.44185
8045,FY'2023-24,2023-09-23,SEP,NCL,JDE,Balaji,SD,Bulk,Bulk,G-1861,47250.0,,28632555.0,,THAILAND,THAILAND,Rest of Asia,,,,47.25,286.32555
8046,FY'2023-24,2023-09-23,SEP,NCL,JDE,Balaji,SD,Bulk,Bulk,G-2231,15750.0,,9544185.0,,THAILAND,THAILAND,Rest of Asia,,,,15.75,95.44185
8047,FY'2023-24,2023-09-23,SEP,NCL,FES,Ravi Sai,SD,Bulk,Bulk,G-1562,10000.0,,6551800.0,,VIETNAM,VIETNAM,Rest of Asia,,,,10.0,65.518
8048,FY'2023-24,2023-09-25,SEP,NCL,JDE,Balaji,SD,Bulk,Bulk,G-1861,47250.0,,28632555.0,,THAILAND,THAILAND,Rest of Asia,,,,47.25,286.32555
8049,FY'2023-24,2023-09-25,SEP,NCL,SHANGHAI HUAKAI,Prabin,SD,Bulk,Bulk,HK-1526,11000.0,,5574360.0,,CHINA,CHINA,Rest of Asia,,,,11.0,55.7436
8050,FY'2023-24,2023-09-25,SEP,NCL,KORAY,Ravi Sai,SD,Bulk,Bulk,G-1169,18750.0,,11300625.0,,TURKEY,TURKEY,AMEA,,,,18.75,113.00625
8051,FY'2023-24,2023-09-26,SEP,NCL,PT.HARUM,Balaji,SD,Bulk,Bulk,G-1665P,262500.0,,116019750.0,,INDONESIA,INDONESIA,Rest of Asia,,,,262.5,1160.1975
8052,FY'2023-24,2023-09-26,SEP,NCL,FES,Ravi Sai,SD,Bulk,Bulk,G-1562,8600.0,,5634548.0,,VIETNAM,VIETNAM,Rest of Asia,,,,8.6,56.34548
8053,FY'2023-24,2023-09-27,SEP,NCL,INSTANTA VIETNAM,Balaji,AG,Bulk,Bulk,AG-GIALAI,14600.0,,7362780.0,,VIETNAM,VIETNAM,Rest of Asia,,,,14.6,73.6278
8054,FY'2023-24,2023-09-28,SEP,NCL,INSTANTA VIETNAM,Balaji,SD,Bulk,Bulk,SD-GIALAI,16008.0,,7350873.599999999,,VIETNAM,VIETNAM,Rest of Asia,,,,16.008,73.50873599999998
8055,FY'2023-24,2023-09-29,SEP,NCL,VOLCAFE,Ravi Sai,AG,Bulk,Bulk,G-2547,15000.0,,10762500.0,,MALAYSIA,MALAYSIA,Rest of Asia,,,,15.0,107.625
8056,FY'2023-24,2023-09-29,SEP,NCL,INSTANTA POLAND,Balaji,SD,Bulk,Bulk,G-2242,13500.0,,6199200.0,,POLAND,POLAND,EU,,,,13.5,61.992
8057,FY'2023-24,2023-09-29,SEP,NCL,INSTANTA POLAND,Balaji,SD,Bulk,Bulk,G-2242,13500.0,,6199200.0,,POLAND,POLAND,EU,,,,13.5,61.992
8058,FY'2023-24,2023-09-29,SEP,NCL,INSTANTA POLAND,Balaji,SD,Bulk,Bulk,G-2242,13500.0,,6199200.0,,POLAND,POLAND,EU,,,,13.5,61.992
8059,FY'2023-24,2023-09-29,SEP,NCL,INSTANTA POLAND,Balaji,SD,Bulk,Bulk,G-2242,13500.0,,6199200.0,,POLAND,POLAND,EU,,,,13.5,61.992
8060,FY'2023-24,2023-09-30,SEP,NCL,PT.HARUM,Balaji,SD,Bulk,Bulk,G-1665P,18750.0,,8287125.0,,INDONESIA,INDONESIA,Rest of Asia,,,,18.75,82.87125
8061,FY'2023-24,2023-09-30,SEP,NCL,PT.HARUM,Balaji,SD,Bulk,Bulk,G-1816 P,37500.0,,16758750.0,,INDONESIA,INDONESIA,Rest of Asia,,,,37.5,167.5875
8062,FY'2023-24,2023-09-30,SEP,NCL,PT.HARUM,Balaji,SD,Bulk,Bulk,G-1816 P,75000.0,,33517500.0,,INDONESIA,INDONESIA,Rest of Asia,,,,75.0,335.175
8068,FY'2023-24,2023-10-04,OCT,EOU-Export,CCSA,Revanth,FD,Small,Jar,CCL FD/5 RA,4032.0,,4060913.472,,LES VERRIERES,SWITZERLAND,EU,,,,4.032,40.60913472
8069,FY'2023-24,2023-10-04,OCT,EOU-Export,BERNHARD ROTHFOS GMBH,Ravi Sai,SD,Bulk,Big Bag,G-4543 RA,15400.0,,11165970.2,,NETHERLANDS,NETHERLANDS,EU,,,,15.4,111.659702
8070,FY'2023-24,2023-10-04,OCT,EOU-Export,SUCAFINA,Ravi Sai,FD,Bulk,Big Bag,RFM1720,12600.0,,15108798.6,,BELGIUM,BELGIUM,EU,,,,12.6,151.087986
8082,FY'2023-24,2023-10-05,OCT,EOU-Export,SOCIETE GUINEENNE,Ravi Sai,AG,Small,Sachet,G-2736,5610.0,,6156039.9846099,,CONAKRY,GUINEA,AMEA,,,,5.61,61.560399846099
8083,FY'2023-24,2023-10-06,OCT,EOU-Export,JFK INTERNATIONAL,Balaji,SD,Small,Can,DK94,8640.0,,5330880.0,,Turkmenistan,TURKMENISTAN,Rest of Asia,,,,8.64,53.3088
8084,FY'2023-24,2023-10-06,OCT,EOU-Export,JFK INTERNATIONAL,Balaji,SD,Small,Can,DK94,7819.200000000001,,4370932.800000001,,Turkmenistan,TURKMENISTAN,Rest of Asia,,,,7.8192,43.709328000000006
8085,FY'2023-24,2023-10-06,OCT,EOU-Export,STE PRATHNA,Ravi Sai,AG,Small,Can,G-4747,8676.0,,5326022.880000001,,LOME,BURKINA FASO,AMEA,,,,8.676,53.26022880000001
8097,FY'2023-24,2023-10-07,OCT,EOU-Export,BELMONT TRADE & COMMERCE LLP,Prabin,FD,Small,Stick,DF80,5680.5,,6328349.664000001,,PERU,PERU,NAR,,,,5.6805,63.28349664000001
8098,FY'2023-24,2023-10-07,OCT,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,FC/1,17820.0,,12099352.320000002,,NEW YORK,USA,NAR,,,,17.82,120.99352320000003
8099,FY'2023-24,2023-10-07,OCT,EOU-Export,OPULENCE INTERNATIONAL LIMITED,Prabin,AG,Small,Can,RAE99,7660.8,,5226749.3376,,MALLI,MALI,AMEA,,,,7.6608,52.267493376000004
8108,FY'2023-24,2023-10-09,OCT,EOU-Export,SUNTY,Balaji,FD,Bulk,Bulk,CCL FD/5,17227.0,,10859211.720000003,,RUSSIA,RUSSIA,CIS,,,,17.227,108.59211720000002
8109,FY'2023-24,2023-10-09,OCT,EOU-Export,SUNTY,Balaji,FD,Bulk,Bulk,CCL FD/5,17227.0,,10859211.720000003,,RUSSIA,RUSSIA,CIS,,,,17.227,108.59211720000002
8110,FY'2023-24,2023-10-09,OCT,EOU-Export,MILAGRO BEVERAGES,Balaji,FD,Bulk,Bulk,CCL FD/5,17227.0,,11100527.536000002,,RUSSIA,RUSSIA,CIS,,,,17.227,111.00527536000003
8111,FY'2023-24,2023-10-09,OCT,EOU-Export,MILAGRO BEVERAGES,Balaji,FD,Bulk,Bulk,CCL FD/5,17227.0,,11100527.536000002,,RUSSIA,RUSSIA,CIS,,,,17.227,111.00527536000003
8112,FY'2023-24,2023-10-09,OCT,EOU-Export,MILAGRO BEVERAGES,Balaji,FD,Bulk,Bulk,CCL FD/5,17227.0,,11100527.536000002,,RUSSIA,RUSSIA,CIS,,,,17.227,111.00527536000003
8113,FY'2023-24,2023-10-09,OCT,EOU-Export,SUNTY,Balaji,FD,Bulk,Bulk,CCL FD/5,17227.0,,10859211.720000003,,RUSSIA,RUSSIA,CIS,,,,17.227,108.59211720000002
8114,FY'2023-24,2023-10-09,OCT,EOU-Export,SUNTY,Balaji,FD,Bulk,Bulk,CCL FD/5,17227.0,,10859211.720000003,,RUSSIA,RUSSIA,CIS,,,,17.227,108.59211720000002
8115,FY'2023-24,2023-10-09,OCT,EOU-Export,MASCAFE,Ravi Sai,AG,Small,Jar,G-5500,3024.0,,2043256.32,,BASRA,IRAQ,AMEA,,,,3.024,20.4325632
8116,FY'2023-24,2023-10-09,OCT,EOU-Export,MASCAFE,Ravi Sai,AG,Small,Jar,G-5500,3024.0,,2043256.32,,IRAQ,IRAQ,AMEA,,,,3.024,20.4325632
8117,FY'2023-24,2023-10-09,OCT,EOU-Export,MASCAFE,Ravi Sai,AG,Small,Jar,G-5500,6048.0,,4510114.5600000005,,BASRA,IRAQ,AMEA,,,,6.048,45.1011456
8118,FY'2023-24,2023-10-09,OCT,EOU-Export,SUNTY,Balaji,FD,Bulk,Bulk,CCL FD/5,17227.0,,10859211.720000003,,RUSSIA,RUSSIA,CIS,,,,17.227,108.59211720000002
8119,FY'2023-24,2023-10-09,OCT,EOU-Export,CCSA,Revanth,FD,Small,Jar,CCL FD/5,4838.4,,5248986.623999999,,LES VERRIERES,SWITZERLAND,EU,,,,4.8384,52.48986623999999
8131,FY'2023-24,2023-10-10,OCT,EOU-Export,CCSA,Revanth,FD,Small,Pouch,CCL FD/5,4480.0,,4189006.079999999,,LES VERRIERES,SWITZERLAND,EU,,,,4.48,41.89006079999999
8132,FY'2023-24,2023-10-10,OCT,EOU-Export,CCSA,Revanth,FD,Small,Pouch,CCL FD/5,160.0,,149607.36,,SWITZERLAND,SWITZERLAND,EU,,,,0.16,1.4960736
8133,FY'2023-24,2023-10-10,OCT,EOU-Export,CCSA,Revanth,FD,Small,Jar,CCL FD/5,1814.3999999999999,,1968369.9839999997,,SWITZERLAND,SWITZERLAND,EU,,,,1.8143999999999998,19.683699839999996
8134,FY'2023-24,2023-10-10,OCT,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,CL-071,7750.0,,4048724.0000000005,,USA,USA,NAR,,,,7.75,40.48724000000001
8135,FY'2023-24,2023-10-10,OCT,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,CL-071,5400.0,,3524083.2,,USA,USA,NAR,,,,5.4,35.240832000000005
8136,FY'2023-24,2023-10-10,OCT,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,CL-071,5700.0,,3719865.6,,USA,USA,NAR,,,,5.7,37.198656
8146,FY'2023-24,2023-10-11,OCT,EOU-Export,BELMONT TRADE & COMMERCE LLP,Prabin,FD,Small,Stick,DF80,5680.5,,6464090.892000001,,PERU,PERU,NAR,,,,5.6805,64.64090892000002
8147,FY'2023-24,2023-10-11,OCT,EOU-Export,SOCIETE GUINEENNE,Ravi Sai,AG,Small,Sachet,G-2736,5610.0,,6163519.984591201,,CONAKRY,GUINEA,AMEA,,,,5.61,61.63519984591201
8148,FY'2023-24,2023-10-11,OCT,EOU-Export,CCSA,Revanth,FD,Small,Jar,CCL FD/5,5443.2,,5614541.0496,,LES VERRIERES,SWITZERLAND,EU,,,,5.4432,56.145410496
8149,FY'2023-24,2023-10-11,OCT,EOU-Export,SUNTY,Balaji,FD,Bulk,Bulk,CCL FD/5,17227.0,,10859211.720000003,,RUSSIA,RUSSIA,CIS,,,,17.227,108.59211720000002
8150,FY'2023-24,2023-10-11,OCT,EOU-Export,BM FOODS,Prabin,SD,Bulk,Bulk,DD72,1000.0,,546000.0,,Merchant Export,INDIA,Rest of Asia,,,,1.0,5.46
8160,FY'2023-24,2023-10-12,OCT,EOU-Export,MASCAFE,Ravi Sai,FD,Small,Jar,CCL FD/Chicory,2400.0,,2630208.0,,BASRA,IRAQ,AMEA,,,,2.4,26.30208
8161,FY'2023-24,2023-10-12,OCT,EOU-Export,MASCAFE,Ravi Sai,FD,Small,Jar,CCL FD/Chicory,2160.0,,2125128.96,,IRAQ,IRAQ,AMEA,,,,2.16,21.2512896
8162,FY'2023-24,2023-10-12,OCT,EOU-Export,MASCAFE,Ravi Sai,FD,Small,Jar,CCL FD/Chicory,1080.0,,986921.2800000001,,IRAQ,IRAQ,AMEA,,,,1.08,9.869212800000001
8179,FY'2023-24,2023-10-14,OCT,EOU-Export,MILAGRO BEVERAGES,Balaji,FD,Bulk,Bulk,CCL FD/5,17227.0,,11100527.536000002,,RUSSIA,RUSSIA,CIS,,,,17.227,111.00527536000003
8180,FY'2023-24,2023-10-14,OCT,EOU-Export,MILAGRO BEVERAGES,Balaji,FD,Bulk,Bulk,CCL FD/5,17227.0,,11100527.536000002,,RUSSIA,RUSSIA,CIS,,,,17.227,111.00527536000003
8181,FY'2023-24,2023-10-14,OCT,EOU-Export,MILAGRO BEVERAGES,Balaji,FD,Bulk,Bulk,CCL FD/5,17227.0,,11100527.536000002,,RUSSIA,RUSSIA,CIS,,,,17.227,111.00527536000003
8198,FY'2023-24,2023-10-15,OCT,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,FC/1,9250.0,,6265284.0,,USA,USA,NAR,,,,9.25,62.65284
8199,FY'2023-24,2023-10-15,OCT,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,DR/5,9500.0,,6575520.0,,USA,USA,NAR,,,,9.5,65.7552
8212,FY'2023-24,2023-10-17,OCT,EOU-Export,CONTINENTAL COMMODITIES,Balaji,AG,Small,Can,CCL AG/5,1320.0,,1259859.744,,DOUALA,CAMEROON,AMEA,,,,1.32,12.598597439999999
8213,FY'2023-24,2023-10-17,OCT,EOU-Export,CONTINENTAL COMMODITIES,Balaji,AG,Small,Can,CCL AG/5,1200.0,,1045161.6000000001,,CAMEROON,CAMEROON,AMEA,,,,1.2,10.451616000000001
8214,FY'2023-24,2023-10-17,OCT,EOU-Export,CONTINENTAL COMMODITIES,Balaji,AG,Small,Can,CCL AG/5,7200.0,,5952378.239999999,,CAMEROON,CAMEROON,AMEA,,,,7.2,59.523782399999995
8220,FY'2023-24,2023-10-18,OCT,EOU-Export,SUCAFINA UK,Revanth,FD,Small,Can,RFM-3301,6120.0,,8391352.32,,LONDON GATEWAY,UK,EU,,,,6.12,83.9135232
8221,FY'2023-24,2023-10-18,OCT,EOU-Export,SUCAFINA UK,Revanth,FD,Small,Can,RFM-3033,6120.0,,7962707.52,,LONDON GATEWAY,UK,EU,,,,6.12,79.6270752
8222,FY'2023-24,2023-10-18,OCT,EOU-Export,CCSA,Revanth,FD,Bulk,Bulk,CCL SD/5,7130.0,,5838122.43,,ORAN,ALGERIA,AMEA,,,,7.13,58.3812243
8229,FY'2023-24,2023-10-19,OCT,EOU-Export,BM FOODS,Prabin,FD,Bulk,Bulk,CCL FD/5,7500.0,,5152500.0,,Merchant Export,INDIA,Rest of Asia,,,,7.5,51.525
8230,FY'2023-24,2023-10-19,OCT,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,DR/5,18750.0,,10691400.0,,LOS ANGELES,USA,NAR,,,,18.75,106.914
8238,FY'2023-24,2023-10-20,OCT,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,DR/5,18750.0,,10691400.0,,LOS ANGELES,USA,NAR,,,,18.75,106.914
8247,FY'2023-24,2023-10-21,OCT,EOU-Export,ISTANBUL KAHVE ITHALAT,Ravi Sai,FD,Bulk,Bulk,CCL FD/5(T),17500.0,,10821562.5,,IZMIT,TURKEY,AMEA,,,,17.5,108.215625
8248,FY'2023-24,2023-10-21,OCT,EOU-Export,ISTANBUL KAHVE ITHALAT,Ravi Sai,FD,Bulk,Bulk,CCL FD/5(T),17500.0,,10821562.5,,IZMIT,TURKEY,AMEA,,,,17.5,108.215625
8249,FY'2023-24,2023-10-21,OCT,EOU-Export,KORAY,Ravi Sai,SD,Bulk,Bulk,G-1169,18000.0,,11665026.0,,MERSIN,TURKEY,AMEA,,,,18.0,116.65026
8250,FY'2023-24,2023-10-21,OCT,EOU-Export,KORAY,Ravi Sai,SD,Bulk,Bulk,G-3518,18000.0,,11665026.0,,MERSIN,TURKEY,AMEA,,,,18.0,116.65026
8251,FY'2023-24,2023-10-21,OCT,EOU-Export,SHINEMATE CO LTD,Balaji,SD,Bulk,Bulk,SM-3070,9375.0,,6021426.5625,,KAOHSIUNG,TAIWAN,Rest of Asia,,,,9.375,60.214265625
8252,FY'2023-24,2023-10-21,OCT,EOU-Export,SHINEMATE CO LTD,Balaji,SD,Bulk,Bulk,SM-3075,9375.0,,4143112.5,,TAIWAN,TAIWAN,Rest of Asia,,,,9.375,41.431125
8293,FY'2023-24,2023-10-26,OCT,EOU-Export,SMART SQUARE GOODS,Prabin,SD,Bulk,Bulk,GCMSD052,18700.0,,9667180.049999999,,JEBEL ALI,UAE,AMEA,,,,18.7,96.67180049999999
8294,FY'2023-24,2023-10-26,OCT,EOU-Export,CCSA,Revanth,FD,Small,Jar,CCL FD/Decaf,5443.2,,5517837.1584,,LES VERRIERES,SWITZERLAND,EU,,,,5.4432,55.178371584000004
8295,FY'2023-24,2023-10-26,OCT,EOU-Export,SMART SQUARE GOODS,Prabin,SD,Bulk,Bulk,GCMSD052,18725.0,,9680104.087499999,,JEBEL ALI,UAE,AMEA,,,,18.725,96.80104087499998
8296,FY'2023-24,2023-10-26,OCT,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,FC/1,18750.0,,13109550.0,,USA,USA,NAR,,,,18.75,131.0955
8297,FY'2023-24,2023-10-26,OCT,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,FC/1,18750.0,,12321121.875,,USA,USA,NAR,,,,18.75,123.21121875
8298,FY'2023-24,2023-10-26,OCT,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,FC/1,18750.0,,12321121.875,,USA,USA,NAR,,,,18.75,123.21121875
8299,FY'2023-24,2023-10-26,OCT,EOU-Export,OPULENCE INTERNATIONAL LIMITED,Prabin,AG,Small,Can,G-2449,10800.0,,8201136.6000000015,,CONAKRY,GUINEA,AMEA,,,,10.8,82.01136600000001
8307,FY'2023-24,2023-10-27,OCT,EOU-Export,OPULENCE INTERNATIONAL LIMITED,Prabin,AG,Small,Can,G-2449,4080.0,,2993924.4,,CONAKRY,GUINEA,AMEA,,,,4.08,29.939244
8308,FY'2023-24,2023-10-27,OCT,EOU-Export,OPULENCE INTERNATIONAL LIMITED,Prabin,AG,Small,Can,G-2449,4694.4,,3065461.9775999994,,GUINEA,GUINEA,AMEA,,,,4.6944,30.654619775999993
8309,FY'2023-24,2023-10-27,OCT,EOU-Export,BELMONT TRADE & COMMERCE LLP,Prabin,FD,Small,Pouch,DF80,6531.84,,7911302.555520001,,PERU,PERU,NAR,,,,6.53184,79.11302555520001
8310,FY'2023-24,2023-10-27,OCT,EOU-Export,INTER TRADE LINK,Ravi Sai,AG,Bulk,Bulk,DC05,1748.0,,1271161.3320000002,,JEBEL ALI,UAE,AMEA,,,,1.748,12.711613320000001
8311,FY'2023-24,2023-10-27,OCT,EOU-Export,INTER TRADE LINK,Ravi Sai,FD,Bulk,Bulk,RFP2962,1525.0,,1419562.2625,,UAE,UAE,AMEA,,,,1.525,14.195622625
8312,FY'2023-24,2023-10-27,OCT,EOU-Export,OPULENCE INTERNATIONAL LIMITED,Prabin,AG,Small,Can,G-2449,10800.0,,8201136.6000000015,,CONAKRY,GUINEA,AMEA,,,,10.8,82.01136600000001
8313,FY'2023-24,2023-10-27,OCT,EOU-Export,SUCAFINA,Ravi Sai,FD,Small,Pouch,CCL M-FT,9476.0,,12094465.176,,GERMANY,GERMANY,EU,,,,9.476,120.94465176000001
8314,FY'2023-24,2023-10-27,OCT,EOU-Export,GROUNDUP,Yashwanth,SD,Bulk,Bulk,SDCB-PA,18750.0,,21102046.875,,USA,USA,NAR,,,,18.75,211.02046875
